startX	startY	endX	endY	Text
195	195	354	232	订ap
363	195	478	230	ta
68	200	186	232	sd
485	193	584	228	Ran
264	268	312	299	OF
316	268	525	296	TECHNOLOG
48	269	127	300	INDIAN
127	269	261	300	INSTITUTE
527	264	604	294	DELHI
262	281	266	288	中
