startX	startY	endX	endY	Text
2832	820	3831	1015	CONSUME
3869	825	4362	1013	LESS
2831	1232	3081	1313	Coded
3206	1232	3344	1313	the
3360	1225	3521	1335	day:
3094	1238	3194	1313	on
2831	1319	3269	1400	20.03.2020
4100	1519	4450	1600	640509
4488	1519	4825	1607	040147
2801	1748	4217	2275	CREATE
3156	2338	4200	2863	MORE
