startX	startY	endX	endY	Text
307	225	338	255	du
344	224	367	249	ou
218	234	301	258	Mairie
263	325	335	364	Palais
342	336	373	366	du
378	337	468	379	LouVrE
292	438	359	465	ARTS
361	429	510	464	DÉCORATIFS
245	439	289	469	LES
265	543	343	578	Musée
350	550	379	579	du
384	550	475	586	LouvrE
201	636	275	674	Théâtre
199	670	225	700	duf
229	670	373	711	PALAIS-ROYAL
